note_id,account_id,company,note_type,author,created_date,note_content,follow_up_required,follow_up_date
NOTE-00175,ACC-0529,Premier Electrical Systems,Upsell Attempt,Sadia Islam,2024-11-15,Presented Analytics Add-On demo. Customer considering cancellation.,Yes,
NOTE-00176,ACC-0574,TrustWorks Electrical Services,Call,Tanya Oluoch,2023-05-19,Spoke with IT lead re: mobile app adoption. Action: send documentation.,No,
NOTE-00177,ACC-0327,Elite Plumbing Works,Email,Felix Brennan,2025-04-10,Followed up on QuickBooks integration. No response yet.,No,
NOTE-00178,ACC-0013,Regional Landscaping Associates,Email,Jordan Blake,2025-04-28,Customer replied re: QuickBooks integration. neutral.,Yes,
NOTE-00179,ACC-0628,ProServ HVAC Works,Health Check,Felix Brennan,2024-11-28,Weekly health check — score 77.8. Mobile adoption at risk.,Yes,2024-12-09
NOTE-00180,ACC-0510,BlueStar HVAC Solutions,Escalation,Omar Castillo,2023-06-24,Customer escalated billing issue. Resolved within 20 hours.,Yes,
NOTE-00181,ACC-0086,ProServ Electrical Solutions,Renewal Discussion,Tanya Oluoch,2023-06-21,Renewal proposal sent. Upsell discussed: Analytics Add-On.,Yes,2023-06-25
NOTE-00182,ACC-0583,Heritage HVAC Experts,Upsell Attempt,Tanya Oluoch,2025-05-06,Presented Analytics Add-On demo. Customer frustrated.,Yes,
NOTE-00183,ACC-0585,National Facilities Management Solutions,Health Check,Felix Brennan,2025-04-14,Health score reviewed: 76.6. Status: Green. send upsell proposal flagged.,No,
NOTE-00184,ACC-0366,Apex Plumbing Group,Call,Lena Fischer,2024-02-20,Check-in call completed. Customer positive. Next step: send upsell proposal.,Yes,
NOTE-00185,ACC-0478,RapidFix Pest Control Solutions,Email,Omar Castillo,2023-03-02,Sent renewal email — awaiting response.,Yes,2023-03-05
NOTE-00186,ACC-0020,TrustWorks HVAC Technologies,Call,Felix Brennan,2025-05-30,Check-in call completed. Customer frustrated. Next step: escalate to VP CS.,Yes,
NOTE-00187,ACC-0462,Dynamic Electrical Systems,Upsell Attempt,Lena Fischer,2025-04-16,Presented Analytics Add-On demo. Customer considering cancellation.,Yes,
NOTE-00188,ACC-0110,Premier HVAC Technologies,Call,Tanya Oluoch,2025-04-04,Spoke with the GM re: QuickBooks integration. Action: send documentation.,No,
NOTE-00189,ACC-0096,RapidFix Electrical Partners,Call,Omar Castillo,2024-11-10,Spoke with ops director re: pricing. Action: schedule follow-up.,No,2024-11-13
NOTE-00190,ACC-0393,Regional HVAC Solutions,Escalation,Jordan Blake,2024-11-20,Customer escalated billing issue. Resolved within 7 hours.,Yes,2024-11-29
NOTE-00191,ACC-0345,National HVAC Associates,Upsell Attempt,Ravi Mehta,2025-02-12,Discussed seat expansion — customer added 1 techs. MRR increase: $252.,No,2025-02-24
NOTE-00192,ACC-0055,Apex HVAC Partners,Call,Emma Solis,2023-12-13,Spoke with office manager re: pricing. Action: loop in SE.,No,
NOTE-00193,ACC-0394,Allied Electrical Associates,Escalation,Tanya Oluoch,2023-05-09,Escalated ticket re: QuickBooks sync. Engineering engaged.,No,
NOTE-00194,ACC-0285,TrustWorks Facilities Management Services,Renewal Discussion,Felix Brennan,2025-02-08,Renewal proposal sent. Upsell discussed: Analytics Add-On.,No,2025-02-13
NOTE-00195,ACC-0376,SwiftLine Plumbing Professionals,Email,Tanya Oluoch,2024-04-05,Customer replied re: scheduling features. neutral.,No,2024-04-18
NOTE-00196,ACC-0194,OneCall HVAC Technologies,Email,Lena Fischer,2025-02-07,Customer replied re: scheduling features. positive.,No,2025-02-15
NOTE-00197,ACC-0241,Summit Other Professionals,Renewal Discussion,Ravi Mehta,2024-08-02,Renewal proposal sent. Upsell discussed: Analytics Add-On.,Yes,2024-08-05
NOTE-00198,ACC-0268,BlueStar Pest Control Technologies,Call,Sadia Islam,2024-10-16,Check-in call completed. Customer excited about new features. Next step: send upsell proposal.,Yes,2024-10-30
NOTE-00199,ACC-0379,Pinnacle Pest Control Associates,Renewal Discussion,Jordan Blake,2024-05-29,Renewal discussion initiated. Contract ends in 65 days. Customer frustrated.,No,
NOTE-00200,ACC-0579,Apex HVAC Services,Escalation,Omar Castillo,2024-12-29,Customer escalated billing issue. Resolved within 7 hours.,Yes,
NOTE-00201,ACC-0311,SwiftLine Electrical Experts,Call,Felix Brennan,2024-06-26,Spoke with IT lead re: mobile app adoption. Action: escalate to VP CS.,No,2024-07-10
NOTE-00202,ACC-0464,Elite Other Associates,QBR,Felix Brennan,2024-10-18,Quarterly review completed. Key wins discussed. Upsell opportunity: loop in SE.,No,
NOTE-00203,ACC-0557,Heritage HVAC Solutions,Renewal Discussion,Sadia Islam,2024-03-25,Renewal proposal sent. Upsell discussed: Analytics Add-On.,No,
NOTE-00204,ACC-0577,SwiftLine Plumbing Solutions,Health Check,Felix Brennan,2023-06-08,Weekly health check — score 65.5. Mobile adoption at risk.,Yes,
NOTE-00205,ACC-0638,OneCall HVAC Experts,Upsell Attempt,Omar Castillo,2024-01-12,Discussed seat expansion — customer added 4 techs. MRR increase: $128.,No,2024-01-17
NOTE-00206,ACC-0043,Regional HVAC Systems,QBR,Jordan Blake,2023-09-09,Quarterly review completed. Key wins discussed. Upsell opportunity: schedule follow-up.,Yes,
NOTE-00207,ACC-0494,RapidFix HVAC Partners,Call,Emma Solis,2024-07-31,Check-in call completed. Customer neutral. Next step: schedule follow-up.,Yes,2024-08-14
NOTE-00208,ACC-0228,SwiftLine Plumbing Associates,Call,Jordan Blake,2025-01-17,Check-in call completed. Customer excited about new features. Next step: schedule follow-up.,Yes,
NOTE-00209,ACC-0497,Metro HVAC Associates,Call,Lena Fischer,2024-04-15,Spoke with the GM re: mobile app adoption. Action: escalate to VP CS.,No,
NOTE-00210,ACC-0240,SwiftLine Facilities Management Solutions,QBR,Jordan Blake,2024-10-14,"QBR held with IT lead. Reviewed usage metrics, discussed reporting. Customer excited about new features.",No,
NOTE-00211,ACC-0049,Allied Electrical Associates,Call,Emma Solis,2023-01-17,Check-in call completed. Customer excited about new features. Next step: escalate to VP CS.,No,
NOTE-00212,ACC-0065,Premier Plumbing Systems,QBR,Omar Castillo,2023-05-16,Quarterly review completed. Key wins discussed. Upsell opportunity: schedule follow-up.,No,
NOTE-00213,ACC-0250,OneCall Electrical Solutions,Renewal Discussion,Lena Fischer,2023-02-11,Renewal discussion initiated. Contract ends in 88 days. Customer positive.,Yes,2023-02-15
NOTE-00214,ACC-0174,Summit Pest Control Works,Health Check,Omar Castillo,2024-07-27,Health score reviewed: 68.6. Status: Yellow. loop in SE flagged.,No,
NOTE-00215,ACC-0388,RapidFix Facilities Management Experts,QBR,Felix Brennan,2025-03-19,Quarterly review completed. Key wins discussed. Upsell opportunity: schedule follow-up.,No,
NOTE-00216,ACC-0041,Metro HVAC Technologies,Renewal Discussion,Felix Brennan,2023-04-23,Renewal proposal sent. Upsell discussed: Analytics Add-On.,Yes,
NOTE-00217,ACC-0372,ProServ Electrical Associates,Call,Omar Castillo,2024-01-26,Check-in call completed. Customer considering cancellation. Next step: loop in SE.,No,2024-01-30
NOTE-00218,ACC-0497,Metro HVAC Associates,Call,Lena Fischer,2025-03-12,Spoke with office manager re: mobile app adoption. Action: loop in SE.,Yes,
NOTE-00219,ACC-0161,Elite Facilities Management Systems,Renewal Discussion,Tanya Oluoch,2023-03-27,Renewal discussion initiated. Contract ends in 74 days. Customer positive.,No,
NOTE-00220,ACC-0337,BlueStar HVAC Systems,Call,Emma Solis,2023-06-24,Check-in call completed. Customer excited about new features. Next step: send documentation.,Yes,2023-07-04
NOTE-00221,ACC-0329,Heritage Plumbing Systems,Email,Emma Solis,2024-03-29,Followed up on pricing. No response yet.,Yes,
NOTE-00222,ACC-0631,Elite HVAC Systems,Renewal Discussion,Sadia Islam,2023-05-14,Renewal discussion initiated. Contract ends in 57 days. Customer excited about new features.,No,
NOTE-00223,ACC-0172,Elite Pest Control Works,Call,Sadia Islam,2025-02-02,Check-in call completed. Customer neutral. Next step: escalate to VP CS.,No,
NOTE-00224,ACC-0033,Pinnacle HVAC Experts,Health Check,Tanya Oluoch,2024-01-31,Weekly health check — score 70.4. Mobile adoption at risk.,Yes,
NOTE-00225,ACC-0624,ProServ HVAC Associates,Renewal Discussion,Felix Brennan,2024-10-28,Renewal proposal sent. Upsell discussed: Analytics Add-On.,No,2024-11-09
NOTE-00226,ACC-0336,ProServ Landscaping Solutions,Renewal Discussion,Omar Castillo,2025-04-30,Renewal proposal sent. Upsell discussed: Analytics Add-On.,Yes,2025-05-13
NOTE-00227,ACC-0462,Dynamic Electrical Systems,Call,Lena Fischer,2023-07-22,Check-in call completed. Customer considering cancellation. Next step: send upsell proposal.,No,
NOTE-00228,ACC-0150,National HVAC Professionals,Upsell Attempt,Jordan Blake,2025-03-06,Presented Analytics Add-On demo. Customer frustrated.,No,2025-03-13
NOTE-00229,ACC-0609,Metro Facilities Management Technologies,Escalation,Tanya Oluoch,2023-10-24,Customer escalated billing issue. Resolved within 8 hours.,Yes,2023-10-28
NOTE-00230,ACC-0308,Apex Electrical Services,Call,Jordan Blake,2024-03-01,Check-in call completed. Customer neutral. Next step: loop in SE.,Yes,
NOTE-00231,ACC-0313,TrustWorks Electrical Experts,Escalation,Omar Castillo,2023-12-07,Escalated ticket re: QuickBooks sync. Engineering engaged.,No,
NOTE-00232,ACC-0426,National HVAC Solutions,Renewal Discussion,Emma Solis,2025-02-27,Renewal proposal sent. Upsell discussed: Analytics Add-On.,No,
NOTE-00233,ACC-0116,Summit Plumbing Group,Call,Ravi Mehta,2025-04-08,Check-in call completed. Customer positive. Next step: send upsell proposal.,Yes,2025-04-15
NOTE-00234,ACC-0092,Summit Electrical Professionals,Call,Emma Solis,2023-03-22,Check-in call completed. Customer neutral. Next step: escalate to VP CS.,No,2023-04-02
NOTE-00235,ACC-0076,National HVAC Professionals,Call,Ravi Mehta,2024-07-12,Check-in call completed. Customer considering cancellation. Next step: schedule follow-up.,No,
NOTE-00236,ACC-0374,Apex HVAC Group,Call,Tanya Oluoch,2024-03-25,Spoke with the owner re: mobile app adoption. Action: schedule follow-up.,Yes,2024-04-07
NOTE-00237,ACC-0593,Apex Plumbing Professionals,Renewal Discussion,Sadia Islam,2023-10-29,Renewal discussion initiated. Contract ends in 44 days. Customer excited about new features.,Yes,
NOTE-00238,ACC-0344,Pinnacle Plumbing Partners,Email,Omar Castillo,2023-10-24,Sent renewal email — awaiting response.,No,
NOTE-00239,ACC-0169,Pinnacle HVAC Partners,Renewal Discussion,Felix Brennan,2025-04-09,Renewal proposal sent. Upsell discussed: Analytics Add-On.,No,2025-04-17
NOTE-00240,ACC-0235,Allied HVAC Services,Renewal Discussion,Jordan Blake,2024-05-30,Renewal proposal sent. Upsell discussed: Analytics Add-On.,No,2024-06-08
NOTE-00241,ACC-0264,ProServ HVAC Technologies,Escalation,Emma Solis,2023-04-25,Customer escalated billing issue. Resolved within 4 hours.,No,
NOTE-00242,ACC-0554,Dynamic Plumbing Systems,Escalation,Tanya Oluoch,2025-05-03,Customer escalated billing issue. Resolved within 11 hours.,Yes,
NOTE-00243,ACC-0598,Apex Electrical Associates,Email,Emma Solis,2023-12-11,Sent renewal email — awaiting response.,No,
NOTE-00244,ACC-0570,Heritage Electrical Works,Upsell Attempt,Felix Brennan,2024-07-10,Presented Analytics Add-On demo. Customer frustrated.,No,
NOTE-00245,ACC-0156,Regional Electrical Associates,Call,Omar Castillo,2023-01-10,Spoke with office manager re: pricing. Action: send upsell proposal.,No,
NOTE-00246,ACC-0330,SwiftLine Facilities Management Partners,Renewal Discussion,Felix Brennan,2024-01-16,Renewal discussion initiated. Contract ends in 75 days. Customer frustrated.,No,2024-01-21
NOTE-00247,ACC-0442,National Electrical Experts,Health Check,Sadia Islam,2025-05-19,Health score reviewed: 86.3. Status: Green. loop in SE flagged.,No,
NOTE-00248,ACC-0201,National HVAC Technologies,Health Check,Ravi Mehta,2025-05-31,Health score reviewed: 66.2. Status: Yellow. send documentation flagged.,Yes,
NOTE-00249,ACC-0162,Summit HVAC Professionals,Email,Ravi Mehta,2024-06-27,Customer replied re: billing. neutral.,No,2024-07-07
NOTE-00250,ACC-0244,Pinnacle Electrical Professionals,Health Check,Ravi Mehta,2024-01-09,Health score reviewed: 64.9. Status: Yellow. loop in SE flagged.,Yes,2024-01-21
NOTE-00251,ACC-0317,Elite HVAC Systems,Email,Tanya Oluoch,2024-07-20,Followed up on scheduling features. No response yet.,No,2024-08-03
NOTE-00252,ACC-0526,TrustWorks Electrical Professionals,Health Check,Omar Castillo,2023-03-27,Health score reviewed: 58.2. Status: Yellow. send upsell proposal flagged.,No,2023-04-05
NOTE-00253,ACC-0288,BlueStar Plumbing Group,Call,Jordan Blake,2025-03-08,Spoke with the owner re: scheduling features. Action: schedule follow-up.,Yes,
NOTE-00254,ACC-0431,OneCall Facilities Management Experts,Health Check,Omar Castillo,2024-11-08,Weekly health check — score 76.0. Mobile adoption at risk.,Yes,2024-11-18
NOTE-00255,ACC-0141,SwiftLine Landscaping Technologies,Call,Felix Brennan,2024-08-27,Check-in call completed. Customer excited about new features. Next step: escalate to VP CS.,No,2024-09-10
NOTE-00256,ACC-0560,Summit Facilities Management Solutions,Email,Tanya Oluoch,2025-05-25,Customer replied re: reporting. considering cancellation.,No,
NOTE-00257,ACC-0243,Allied HVAC Systems,Call,Felix Brennan,2025-02-23,Spoke with the owner re: mobile app adoption. Action: escalate to VP CS.,No,
NOTE-00258,ACC-0129,Apex HVAC Associates,Call,Tanya Oluoch,2023-02-12,Check-in call completed. Customer excited about new features. Next step: send documentation.,No,
NOTE-00259,ACC-0564,Allied Facilities Management Group,Email,Felix Brennan,2023-06-25,Sent renewal email — awaiting response.,No,
NOTE-00260,ACC-0451,SwiftLine Plumbing Systems,Escalation,Felix Brennan,2023-09-04,Customer escalated billing issue. Resolved within 11 hours.,No,
NOTE-00261,ACC-0204,Metro HVAC Systems,Call,Omar Castillo,2024-04-20,Check-in call completed. Customer excited about new features. Next step: escalate to VP CS.,No,
NOTE-00262,ACC-0431,OneCall Facilities Management Experts,Renewal Discussion,Omar Castillo,2025-02-05,Renewal proposal sent. Upsell discussed: Analytics Add-On.,Yes,
NOTE-00263,ACC-0228,SwiftLine Plumbing Associates,Renewal Discussion,Jordan Blake,2023-09-06,Renewal proposal sent. Upsell discussed: Analytics Add-On.,No,
NOTE-00264,ACC-0465,BlueStar Electrical Professionals,Upsell Attempt,Felix Brennan,2023-07-11,Discussed seat expansion — customer added 4 techs. MRR increase: $394.,No,
NOTE-00265,ACC-0020,TrustWorks HVAC Technologies,QBR,Felix Brennan,2024-01-05,"QBR held with IT lead. Reviewed usage metrics, discussed billing. Customer excited about new features.",No,
NOTE-00266,ACC-0215,Heritage Pest Control Experts,Call,Omar Castillo,2025-02-20,Check-in call completed. Customer frustrated. Next step: schedule follow-up.,No,
NOTE-00267,ACC-0267,Dynamic Electrical Group,Call,Jordan Blake,2024-03-22,Check-in call completed. Customer considering cancellation. Next step: loop in SE.,Yes,
NOTE-00268,ACC-0160,OneCall Landscaping Associates,Call,Omar Castillo,2024-06-09,Check-in call completed. Customer considering cancellation. Next step: send documentation.,No,
NOTE-00269,ACC-0149,Metro Electrical Technologies,QBR,Omar Castillo,2024-08-02,"QBR held with the GM. Reviewed usage metrics, discussed reporting. Customer neutral.",No,
NOTE-00270,ACC-0619,Premier Facilities Management Services,Call,Jordan Blake,2024-02-28,Check-in call completed. Customer positive. Next step: send upsell proposal.,No,
NOTE-00271,ACC-0106,Reliable Plumbing Associates,QBR,Sadia Islam,2024-06-16,Quarterly review completed. Key wins discussed. Upsell opportunity: loop in SE.,No,
NOTE-00272,ACC-0342,Metro HVAC Partners,Call,Ravi Mehta,2024-06-14,Spoke with ops director re: reporting. Action: schedule follow-up.,No,2024-06-20
NOTE-00273,ACC-0086,ProServ Electrical Solutions,Renewal Discussion,Tanya Oluoch,2025-02-25,Renewal proposal sent. Upsell discussed: Analytics Add-On.,No,
NOTE-00274,ACC-0437,Summit Plumbing Solutions,Renewal Discussion,Emma Solis,2025-03-13,Renewal proposal sent. Upsell discussed: Analytics Add-On.,Yes,
NOTE-00275,ACC-0131,Elite HVAC Partners,Email,Emma Solis,2025-02-10,Followed up on billing. No response yet.,No,2025-02-18
NOTE-00276,ACC-0258,Regional Other Works,QBR,Ravi Mehta,2023-07-18,Quarterly review completed. Key wins discussed. Upsell opportunity: schedule follow-up.,Yes,2023-07-25
NOTE-00277,ACC-0412,BlueStar HVAC Solutions,Call,Lena Fischer,2024-04-29,Check-in call completed. Customer excited about new features. Next step: send upsell proposal.,No,2024-05-13
NOTE-00278,ACC-0323,ProServ HVAC Services,Email,Ravi Mehta,2023-09-17,Customer replied re: billing. excited about new features.,Yes,2023-09-22
NOTE-00279,ACC-0338,Metro HVAC Solutions,Renewal Discussion,Emma Solis,2024-06-06,Renewal proposal sent. Upsell discussed: Analytics Add-On.,Yes,2024-06-19
NOTE-00280,ACC-0389,Premier HVAC Partners,Email,Jordan Blake,2024-07-12,Customer replied re: mobile app adoption. considering cancellation.,No,2024-07-22
NOTE-00281,ACC-0273,BlueStar Facilities Management Works,Email,Emma Solis,2024-05-18,Sent renewal email — awaiting response.,No,
NOTE-00282,ACC-0255,Allied Plumbing Services,Email,Jordan Blake,2025-05-01,Sent renewal email — awaiting response.,No,
NOTE-00283,ACC-0376,SwiftLine Plumbing Professionals,Email,Tanya Oluoch,2023-06-10,Customer replied re: scheduling features. positive.,Yes,
NOTE-00284,ACC-0452,Allied HVAC Technologies,Renewal Discussion,Tanya Oluoch,2024-05-13,Renewal proposal sent. Upsell discussed: Analytics Add-On.,No,
NOTE-00285,ACC-0125,BlueStar HVAC Solutions,Escalation,Tanya Oluoch,2025-02-19,Escalated ticket re: QuickBooks sync. Engineering engaged.,No,
