account_id,company,industry,state,plan,tech_count,mrr,arr,contract_months,start_date,renewal_date,csm_owner,health_score,health_status,logins_last_30d,jobs_dispatched_30d,mobile_adoption_pct,nps_score,open_p1p2_tickets,last_login_date,last_qbr_date,analytics_addon,inventory_addon,portal_pro_addon,churn_risk_flag,expansion_potential
ACC-0512,Pinnacle HVAC Professionals,HVAC,NY,Growth,16,956.68,11480.16,36,2023-01-04,2025-12-19,Jordan Blake,58.5,Yellow,5,7,83,5,0,2025-04-20,,Yes,No,No,No,High
ACC-0513,TrustWorks Facilities Management Group,Facilities Management,VA,Starter,3,291.55,3498.6,24,2023-12-30,2025-12-19,Jordan Blake,63.4,Yellow,36,8,35,0,0,2025-04-25,,No,No,Yes,No,None
ACC-0514,RapidFix HVAC Professionals,HVAC,VA,Enterprise,82,5596.46,67157.52,12,2022-08-19,2023-08-14,Sadia Islam,69.1,Yellow,18,14,92,2,6,2025-04-25,2024-12-11,No,No,No,No,Low
ACC-0515,BlueStar HVAC Partners,HVAC,MO,Growth,20,888.64,10663.68,36,2021-09-24,2024-09-08,Emma Solis,81.0,Green,39,50,75,2,3,2025-05-27,,No,No,Yes,No,None
ACC-0516,Elite HVAC Technologies,HVAC,WA,Starter,3,381.55,4578.6,24,2023-02-19,2025-02-08,Omar Castillo,64.1,Yellow,14,43,33,1,3,2025-05-04,,No,No,No,No,Medium
ACC-0517,SwiftLine HVAC Technologies,HVAC,NC,Pro,53,1324.01,15888.12,12,2024-03-31,2025-03-26,Omar Castillo,65.3,Yellow,2,47,64,7,1,2025-05-13,2024-12-15,No,No,No,No,Low
ACC-0518,TrustWorks HVAC Partners,HVAC,CA,Starter,3,320.9,3850.8,24,2020-03-09,2022-02-27,Jordan Blake,67.0,Yellow,21,21,16,7,6,2025-05-07,,No,No,No,No,Medium
ACC-0519,National Other Group,Other,CA,Starter,2,288.03,3456.36,36,2020-06-09,2023-05-25,Jordan Blake,62.4,Yellow,38,2,79,5,6,2025-05-01,,No,No,Yes,No,None
ACC-0520,National HVAC Partners,HVAC,MN,Pro,25,2095.95,25151.4,24,2022-01-03,2023-12-24,Omar Castillo,69.9,Yellow,6,38,97,0,1,2025-04-19,2025-01-23,Yes,No,No,No,Low
ACC-0521,Pinnacle Plumbing Professionals,Plumbing,CO,Growth,16,947.6,11371.2,12,2021-03-07,2022-03-02,Emma Solis,50.8,Yellow,11,0,20,10,1,2025-04-26,,No,Yes,Yes,No,Low
ACC-0522,Reliable Pest Control Professionals,Pest Control,NV,Pro,23,1339.23,16070.76,12,2020-01-14,2021-01-08,Tanya Oluoch,69.5,Yellow,11,58,54,10,5,2025-05-11,2025-04-24,No,No,Yes,No,High
ACC-0523,Allied Plumbing Technologies,Plumbing,FL,Starter,2,393.03,4716.36,24,2022-01-05,2023-12-26,Jordan Blake,93.0,Green,22,45,85,10,2,2025-05-29,,Yes,No,No,No,Low
ACC-0524,BlueStar Pest Control Systems,Pest Control,CA,Enterprise,63,4039.54,48474.48,24,2024-06-11,2026-06-01,Emma Solis,51.4,Yellow,0,17,54,2,0,2025-04-30,2025-02-19,Yes,Yes,No,No,None
ACC-0525,National Other Solutions,Other,CA,Enterprise,146,5603.96,67247.52,12,2022-11-14,2023-11-09,Sadia Islam,73.2,Green,22,48,41,5,5,2025-05-09,2025-01-23,Yes,Yes,Yes,No,High
ACC-0526,TrustWorks Electrical Professionals,Electrical,NC,Enterprise,63,5057.93,60695.16,24,2021-08-23,2023-08-13,Omar Castillo,58.2,Yellow,35,3,19,8,3,2025-05-30,2025-03-02,No,No,No,No,Low
ACC-0527,TrustWorks Landscaping Systems,Landscaping,IL,Growth,11,813.39,9760.68,12,2021-01-12,2022-01-07,Sadia Islam,45.3,Yellow,14,1,10,6,3,2025-05-11,,No,Yes,No,No,Low
ACC-0528,Summit Facilities Management Professionals,Facilities Management,MO,Growth,7,783.77,9405.24,12,2021-07-17,2022-07-12,Felix Brennan,65.0,Yellow,8,57,60,2,2,2025-05-16,,No,No,Yes,No,Low
ACC-0529,Premier Electrical Systems,Electrical,CA,Growth,9,678.28,8139.36,12,2020-08-27,2021-08-22,Sadia Islam,29.9,Red,6,4,11,0,4,2025-05-10,,No,Yes,No,Yes,Medium
ACC-0530,National HVAC Professionals,HVAC,CO,Starter,1,268.69,3224.28,24,2021-08-13,2023-08-03,Tanya Oluoch,51.0,Yellow,8,39,10,4,5,2025-04-26,,No,No,No,No,None
ACC-0531,Allied Pest Control Solutions,Pest Control,MN,Starter,4,305.41,3664.92,12,2021-08-18,2022-08-13,Tanya Oluoch,74.8,Green,15,26,95,2,6,2025-05-09,,No,No,No,No,None
ACC-0532,SwiftLine Other Services,Other,IL,Starter,1,368.43,4421.16,12,2020-02-14,2021-02-08,Lena Fischer,48.5,Yellow,7,5,54,2,1,2025-05-20,,No,No,No,No,None
ACC-0533,Regional Electrical Associates,Electrical,NY,Growth,10,620.11,7441.32,24,2024-07-01,2026-06-21,Emma Solis,74.4,Green,33,36,72,0,5,2025-05-05,,Yes,Yes,No,No,Low
ACC-0534,SwiftLine HVAC Experts,HVAC,CA,Growth,7,874.93,10499.16,12,2024-05-08,2025-05-03,Lena Fischer,73.0,Green,30,10,100,1,3,2025-04-17,,Yes,No,No,No,High
ACC-0535,RapidFix Facilities Management Partners,Facilities Management,CO,Growth,11,619.97,7439.64,24,2024-11-26,2026-11-16,Ravi Mehta,91.8,Green,32,58,84,7,1,2025-05-13,,Yes,No,Yes,No,Low
ACC-0536,ProServ Pest Control Solutions,Pest Control,OH,Starter,2,254.35,3052.2,24,2020-05-29,2022-05-19,Tanya Oluoch,72.0,Green,39,18,78,2,5,2025-05-29,,No,Yes,No,No,Medium
ACC-0537,BlueStar HVAC Services,HVAC,OH,Growth,11,875.24,10502.88,36,2024-08-06,2027-07-22,Emma Solis,62.2,Yellow,4,26,56,9,4,2025-04-22,,Yes,Yes,Yes,No,Low
ACC-0538,Regional HVAC Technologies,HVAC,CA,Enterprise,98,4075.93,48911.16,12,2020-02-24,2021-02-18,Lena Fischer,71.8,Green,31,22,26,1,1,2025-05-24,2024-12-25,Yes,No,No,No,None
ACC-0539,Regional Plumbing Systems,Plumbing,OR,Starter,1,366.33,4395.96,12,2024-01-15,2025-01-09,Sadia Islam,75.4,Green,38,14,66,7,3,2025-05-26,,No,Yes,Yes,No,None
ACC-0540,Pinnacle Other Associates,Other,WI,Growth,7,753.97,9047.64,36,2024-05-14,2027-04-29,Emma Solis,85.8,Green,30,19,58,9,0,2025-05-19,,Yes,Yes,No,No,Low
ACC-0541,Dynamic Pest Control Professionals,Pest Control,TX,Pro,37,1329.29,15951.48,24,2021-08-01,2023-07-22,Ravi Mehta,63.2,Yellow,9,36,20,3,0,2025-04-30,2025-04-18,No,No,No,No,High
ACC-0542,RapidFix Landscaping Systems,Landscaping,WA,Pro,49,2060.71,24728.52,12,2024-05-01,2025-04-26,Omar Castillo,76.5,Green,14,44,60,2,0,2025-05-09,2025-04-17,No,No,No,No,Medium
ACC-0543,Dynamic HVAC Works,HVAC,TX,Starter,4,318.53,3822.36,36,2020-07-07,2023-06-22,Felix Brennan,71.8,Green,38,49,34,3,4,2025-05-13,,No,Yes,No,No,Low
ACC-0544,Dynamic HVAC Solutions,HVAC,CO,Starter,2,325.49,3905.88,12,2024-02-03,2025-01-28,Emma Solis,56.1,Yellow,18,9,42,3,6,2025-04-21,,No,No,No,No,None
ACC-0545,ProServ Facilities Management Partners,Facilities Management,FL,Growth,6,799.37,9592.44,24,2022-03-06,2024-02-24,Emma Solis,74.4,Green,39,59,62,2,5,2025-04-20,,No,No,No,No,Low
ACC-0546,Regional Facilities Management Experts,Facilities Management,GA,Growth,9,871.02,10452.24,12,2024-10-23,2025-10-18,Lena Fischer,80.0,Green,11,56,56,10,0,2025-05-18,,No,No,No,No,None
ACC-0547,TrustWorks HVAC Systems,HVAC,OR,Pro,25,1856.55,22278.6,36,2021-06-19,2024-06-03,Lena Fischer,62.2,Yellow,25,1,57,4,2,2025-04-19,2025-02-23,No,No,No,No,High
ACC-0548,OneCall Landscaping Partners,Landscaping,TN,Growth,13,871.63,10459.56,36,2024-09-12,2027-08-28,Sadia Islam,68.4,Yellow,12,23,40,6,2,2025-05-08,,No,Yes,No,No,Low
ACC-0549,Metro HVAC Works,HVAC,IL,Pro,31,1557.15,18685.8,12,2021-06-27,2022-06-22,Jordan Blake,80.6,Green,36,21,89,4,4,2025-05-07,2025-03-27,No,No,No,No,High
ACC-0550,Summit Plumbing Partners,Plumbing,IL,Starter,1,394.5,4734.0,12,2020-10-03,2021-09-28,Lena Fischer,55.6,Yellow,17,8,40,5,6,2025-05-08,,Yes,No,Yes,No,Medium
ACC-0551,Premier Electrical Professionals,Electrical,OR,Growth,12,898.88,10786.56,24,2020-04-18,2022-04-08,Emma Solis,80.8,Green,19,49,50,4,1,2025-05-06,,No,No,No,No,Low
ACC-0552,Apex Landscaping Group,Landscaping,FL,Starter,1,259.08,3108.96,36,2023-01-13,2025-12-28,Emma Solis,88.4,Green,31,60,77,5,1,2025-05-09,,No,Yes,No,No,Medium
ACC-0553,OneCall Plumbing Services,Plumbing,NY,Starter,3,375.7,4508.4,24,2020-05-26,2022-05-16,Lena Fischer,78.0,Green,16,17,97,10,5,2025-05-01,,No,No,No,No,None
ACC-0554,Dynamic Plumbing Systems,Plumbing,CO,Growth,15,930.66,11167.92,12,2024-01-06,2024-12-31,Tanya Oluoch,77.4,Green,28,29,67,2,4,2025-05-06,,No,Yes,No,No,None
ACC-0555,Allied Landscaping Works,Landscaping,CO,Starter,1,406.27,4875.24,36,2022-12-10,2025-11-24,Sadia Islam,77.5,Green,9,52,66,8,0,2025-04-21,,Yes,Yes,Yes,No,Low
ACC-0556,Elite Pest Control Technologies,Pest Control,OR,Growth,9,619.41,7432.92,12,2020-06-16,2021-06-11,Lena Fischer,50.4,Yellow,12,7,64,0,4,2025-04-18,,Yes,Yes,No,No,None
ACC-0557,Heritage HVAC Solutions,HVAC,TX,Growth,6,670.45,8045.4,24,2020-07-10,2022-06-30,Sadia Islam,73.8,Green,22,45,29,8,6,2025-04-24,,No,No,No,No,Low
ACC-0558,TrustWorks Pest Control Technologies,Pest Control,NV,Starter,5,312.08,3744.96,36,2024-06-03,2027-05-19,Tanya Oluoch,49.1,Yellow,15,9,31,2,5,2025-05-20,,No,Yes,No,No,Medium
ACC-0559,Premier Pest Control Professionals,Pest Control,TN,Pro,34,1918.75,23025.0,12,2020-09-04,2021-08-30,Tanya Oluoch,78.2,Green,27,27,21,8,2,2025-05-27,2025-04-20,No,Yes,No,No,High
ACC-0560,Summit Facilities Management Solutions,Facilities Management,TN,Growth,8,888.06,10656.72,12,2023-12-09,2024-12-03,Tanya Oluoch,50.0,Yellow,24,2,22,0,3,2025-05-26,,No,No,No,No,Low
ACC-0561,BlueStar Other Works,Other,MN,Growth,20,850.28,10203.36,36,2024-02-19,2027-02-03,Omar Castillo,73.6,Green,16,34,43,6,3,2025-05-16,,No,Yes,No,No,Low
ACC-0562,Apex Other Works,Other,MO,Enterprise,96,5769.78,69237.36,36,2024-07-27,2027-07-12,Jordan Blake,72.2,Green,40,6,87,4,2,2025-04-20,2024-12-09,No,No,No,No,Low
ACC-0563,ProServ Plumbing Professionals,Plumbing,GA,Pro,23,1584.99,19019.88,24,2024-01-07,2025-12-27,Sadia Islam,72.2,Green,13,23,93,0,3,2025-05-28,2025-04-03,Yes,No,No,No,High
ACC-0564,Allied Facilities Management Group,Facilities Management,GA,Starter,1,334.0,4008.0,12,2021-03-07,2022-03-02,Felix Brennan,73.0,Green,7,41,81,5,1,2025-05-08,,No,No,Yes,No,Medium
ACC-0565,National HVAC Partners,HVAC,OR,Growth,20,846.68,10160.16,12,2021-07-30,2022-07-25,Sadia Islam,76.2,Green,17,50,70,0,2,2025-05-28,,No,No,Yes,No,Medium
ACC-0566,Metro Other Associates,Other,TN,Starter,3,265.99,3191.88,36,2022-08-03,2025-07-18,Sadia Islam,70.8,Green,21,27,44,0,4,2025-04-25,,No,No,No,No,High
ACC-0567,Allied Plumbing Group,Plumbing,NV,Growth,10,617.29,7407.48,12,2023-12-02,2024-11-26,Ravi Mehta,49.2,Yellow,1,16,31,6,1,2025-04-21,,No,Yes,No,No,None
ACC-0568,TrustWorks HVAC Systems,HVAC,CA,Starter,2,348.15,4177.8,36,2023-08-18,2026-08-02,Omar Castillo,83.8,Green,39,25,69,8,4,2025-04-26,,No,Yes,Yes,No,Low
ACC-0569,Allied Landscaping Professionals,Landscaping,CO,Growth,12,624.87,7498.44,12,2022-10-15,2023-10-10,Ravi Mehta,81.8,Green,28,41,59,10,6,2025-04-18,,No,No,No,No,Medium
ACC-0570,Heritage Electrical Works,Electrical,AZ,Starter,2,408.85,4906.2,24,2023-04-03,2025-03-23,Felix Brennan,54.0,Yellow,12,7,87,1,5,2025-05-20,,Yes,No,No,No,Low
ACC-0571,TrustWorks HVAC Partners,HVAC,IN,Starter,2,274.06,3288.72,12,2019-10-20,2020-10-14,Jordan Blake,81.6,Green,22,31,58,4,2,2025-06-01,,Yes,Yes,No,No,High
ACC-0572,TrustWorks Plumbing Partners,Plumbing,FL,Enterprise,138,4284.22,51410.64,24,2023-02-22,2025-02-11,Lena Fischer,80.8,Green,25,19,83,7,4,2025-05-06,2025-03-12,No,No,No,No,None
ACC-0573,Heritage HVAC Partners,HVAC,OR,Starter,1,321.03,3852.36,12,2021-05-23,2022-05-18,Tanya Oluoch,61.4,Yellow,30,12,14,9,5,2025-05-05,,No,No,No,No,None
ACC-0574,TrustWorks Electrical Services,Electrical,IL,Starter,3,276.74,3320.88,24,2023-04-26,2025-04-15,Tanya Oluoch,60.6,Yellow,20,13,16,5,4,2025-05-09,,No,Yes,No,No,Low
ACC-0575,National Pest Control Associates,Pest Control,TN,Growth,18,709.37,8512.44,12,2019-11-08,2020-11-02,Felix Brennan,85.2,Green,33,39,81,9,6,2025-05-10,,No,No,No,No,Low
ACC-0576,Elite HVAC Associates,HVAC,NY,Starter,3,397.99,4775.88,12,2024-09-11,2025-09-06,Tanya Oluoch,68.2,Yellow,19,45,42,1,6,2025-05-07,,No,No,No,No,Medium
ACC-0577,SwiftLine Plumbing Solutions,Plumbing,OH,Starter,2,348.7,4184.4,24,2020-12-04,2022-11-24,Felix Brennan,65.5,Yellow,1,33,96,10,5,2025-05-18,,Yes,No,No,No,High
ACC-0578,TrustWorks Pest Control Solutions,Pest Control,CA,Starter,2,416.68,5000.16,24,2023-03-02,2025-02-19,Felix Brennan,51.5,Yellow,6,15,30,1,0,2025-04-18,,No,Yes,No,No,None
ACC-0579,Apex HVAC Services,HVAC,GA,Growth,16,668.24,8018.88,36,2022-12-12,2025-11-26,Omar Castillo,87.8,Green,23,21,70,9,1,2025-06-01,,Yes,No,No,No,High
ACC-0580,Summit Plumbing Technologies,Plumbing,MN,Pro,24,1396.48,16757.76,12,2022-11-03,2023-10-29,Jordan Blake,43.5,Yellow,1,9,55,1,1,2025-05-11,2025-01-22,No,No,No,No,Low
ACC-0581,Regional HVAC Experts,HVAC,AZ,Starter,4,412.65,4951.8,24,2022-07-12,2024-07-01,Emma Solis,74.4,Green,36,39,37,1,2,2025-05-20,,No,No,No,No,High
ACC-0582,Dynamic HVAC Solutions,HVAC,OH,Starter,2,407.84,4894.08,12,2022-07-02,2023-06-27,Jordan Blake,55.2,Yellow,13,18,33,3,6,2025-05-30,,No,Yes,No,No,High
ACC-0583,Heritage HVAC Experts,HVAC,TX,Starter,2,362.03,4344.36,12,2019-07-09,2020-07-03,Tanya Oluoch,84.8,Green,28,45,84,6,4,2025-05-30,,No,No,No,No,Medium
ACC-0584,Reliable Electrical Technologies,Electrical,CA,Starter,1,279.31,3351.72,36,2023-12-05,2026-11-19,Emma Solis,74.2,Green,31,28,46,1,3,2025-05-13,,No,No,Yes,No,Low
ACC-0585,National Facilities Management Solutions,Facilities Management,PA,Starter,3,409.93,4919.16,12,2020-04-30,2021-04-25,Felix Brennan,76.6,Green,27,25,53,2,3,2025-05-20,,No,No,No,No,Low
ACC-0586,Reliable HVAC Systems,HVAC,MN,Starter,3,320.14,3841.68,12,2020-01-07,2021-01-01,Tanya Oluoch,39.6,Red,0,14,12,3,1,2025-05-04,,Yes,No,Yes,Yes,High
ACC-0587,Premier Plumbing Solutions,Plumbing,NC,Pro,20,1634.88,19618.56,12,2021-10-22,2022-10-17,Lena Fischer,83.8,Green,39,39,54,5,1,2025-04-21,2025-01-28,No,Yes,Yes,No,Low
ACC-0588,Apex Pest Control Services,Pest Control,OH,Pro,55,1908.63,22903.56,24,2023-12-28,2025-12-17,Ravi Mehta,46.0,Yellow,15,1,37,4,5,2025-04-28,2025-02-16,No,Yes,Yes,No,None
ACC-0589,Reliable HVAC Experts,HVAC,MN,Growth,10,848.62,10183.44,12,2020-02-27,2021-02-21,Jordan Blake,61.6,Yellow,23,3,66,6,6,2025-05-26,,No,No,No,No,Medium
ACC-0590,ProServ Plumbing Experts,Plumbing,MN,Pro,59,1922.71,23072.52,12,2022-10-13,2023-10-08,Felix Brennan,61.1,Yellow,3,24,56,10,4,2025-05-23,2025-01-02,No,No,Yes,No,Low
ACC-0591,Apex Electrical Technologies,Electrical,IN,Starter,5,382.74,4592.88,24,2021-05-03,2023-04-23,Omar Castillo,70.8,Green,34,18,42,8,5,2025-05-17,,No,No,Yes,No,Low
ACC-0592,Premier HVAC Group,HVAC,MN,Starter,1,273.76,3285.12,24,2021-12-24,2023-12-14,Jordan Blake,76.5,Green,15,44,54,8,3,2025-05-29,,No,No,Yes,No,Low
ACC-0593,Apex Plumbing Professionals,Plumbing,TN,Growth,13,861.13,10333.56,24,2020-05-30,2022-05-20,Sadia Islam,58.4,Yellow,7,31,23,2,1,2025-05-16,,No,Yes,No,No,Low
ACC-0594,Reliable Plumbing Associates,Plumbing,TN,Starter,3,278.76,3345.12,24,2020-01-18,2022-01-07,Ravi Mehta,80.2,Green,24,43,51,10,6,2025-05-20,,No,No,Yes,No,Low
ACC-0595,National HVAC Services,HVAC,NC,Starter,3,326.97,3923.64,12,2024-06-27,2025-06-22,Felix Brennan,84.2,Green,32,53,76,7,4,2025-05-03,,Yes,Yes,Yes,No,Medium
ACC-0596,Pinnacle Plumbing Systems,Plumbing,VA,Growth,16,621.59,7459.08,12,2023-09-16,2024-09-10,Tanya Oluoch,77.4,Green,28,31,42,9,5,2025-04-22,,No,Yes,No,No,High
ACC-0597,Metro HVAC Systems,HVAC,WA,Starter,4,332.13,3985.56,12,2023-11-14,2024-11-08,Ravi Mehta,69.8,Yellow,22,36,29,0,3,2025-04-28,,Yes,Yes,No,No,None
ACC-0598,Apex Electrical Associates,Electrical,CO,Growth,10,652.17,7826.04,12,2021-01-06,2022-01-01,Emma Solis,85.4,Green,20,59,62,3,0,2025-05-12,,No,Yes,No,No,Low
ACC-0599,National Pest Control Partners,Pest Control,NV,Growth,9,842.41,10108.92,24,2020-05-18,2022-05-08,Felix Brennan,59.4,Yellow,11,2,65,6,0,2025-04-30,,Yes,No,No,No,None
ACC-0600,Pinnacle Pest Control Group,Pest Control,FL,Starter,2,361.82,4341.84,12,2023-09-05,2024-08-30,Jordan Blake,74.8,Green,17,36,78,3,5,2025-05-21,,No,Yes,No,No,None
ACC-0601,Elite HVAC Services,HVAC,NY,Starter,1,371.11,4453.32,12,2022-06-07,2023-06-02,Omar Castillo,86.6,Green,34,26,78,7,3,2025-04-25,,Yes,No,No,No,Medium
ACC-0602,RapidFix HVAC Professionals,HVAC,MN,Growth,14,974.3,11691.6,12,2023-08-15,2024-08-09,Jordan Blake,53.3,Yellow,2,50,59,2,4,2025-04-22,,No,Yes,No,No,Medium
ACC-0603,Elite Landscaping Solutions,Landscaping,NY,Pro,60,1605.35,19264.2,24,2024-09-18,2026-09-08,Felix Brennan,66.8,Yellow,7,38,65,2,1,2025-04-23,2025-03-27,No,Yes,No,No,None
ACC-0604,OneCall HVAC Experts,HVAC,OR,Starter,1,261.63,3139.56,24,2020-04-30,2022-04-20,Felix Brennan,59.2,Yellow,34,13,24,4,5,2025-04-18,,Yes,Yes,No,No,High
ACC-0605,Pinnacle Pest Control Experts,Pest Control,PA,Starter,5,354.37,4252.44,24,2024-11-21,2026-11-11,Felix Brennan,76.4,Green,36,44,77,1,5,2025-05-25,,Yes,Yes,No,No,High
ACC-0606,BlueStar HVAC Experts,HVAC,TN,Growth,10,865.66,10387.92,12,2019-10-06,2020-09-30,Sadia Islam,70.0,Green,12,47,30,8,2,2025-05-20,,Yes,Yes,No,No,None
ACC-0607,Pinnacle HVAC Associates,HVAC,NV,Starter,2,399.9,4798.8,12,2024-06-15,2025-06-10,Jordan Blake,85.6,Green,22,35,98,2,3,2025-05-29,,Yes,No,No,No,High
ACC-0608,Heritage Plumbing Technologies,Plumbing,PA,Starter,4,407.67,4892.04,12,2024-03-22,2025-03-17,Ravi Mehta,77.2,Green,35,56,36,8,4,2025-05-02,,No,No,Yes,No,Medium
ACC-0609,Metro Facilities Management Technologies,Facilities Management,OH,Growth,17,662.21,7946.52,12,2021-12-18,2022-12-13,Tanya Oluoch,80.8,Green,27,35,49,1,0,2025-04-20,,No,Yes,No,No,Low
ACC-0610,OneCall Electrical Works,Electrical,TX,Starter,5,374.38,4492.56,12,2020-09-01,2021-08-27,Ravi Mehta,80.2,Green,29,47,86,1,4,2025-05-07,,No,No,No,No,None
ACC-0611,TrustWorks Plumbing Associates,Plumbing,MN,Growth,16,911.52,10938.24,12,2020-05-08,2021-05-03,Emma Solis,69.0,Yellow,17,15,19,9,1,2025-05-06,,Yes,No,Yes,No,Medium
ACC-0612,Allied Plumbing Solutions,Plumbing,TN,Enterprise,196,5055.91,60670.92,36,2022-06-13,2025-05-28,Felix Brennan,76.6,Green,22,42,73,2,5,2025-05-08,2025-01-28,No,No,No,No,Low
ACC-0613,National Plumbing Works,Plumbing,GA,Growth,8,647.34,7768.08,12,2021-12-04,2022-11-29,Felix Brennan,94.0,Green,39,32,85,9,1,2025-04-24,,No,No,No,No,None
ACC-0614,Dynamic Pest Control Systems,Pest Control,OR,Pro,28,1751.78,21021.36,12,2022-10-27,2023-10-22,Lena Fischer,72.2,Green,17,40,70,2,6,2025-05-13,2025-04-16,No,No,No,No,High
ACC-0615,Elite HVAC Systems,HVAC,NC,Starter,5,329.35,3952.2,36,2023-04-05,2026-03-20,Lena Fischer,78.0,Green,16,35,55,10,4,2025-05-28,,No,No,No,No,None
ACC-0616,SwiftLine HVAC Group,HVAC,TN,Starter,4,339.5,4074.0,12,2022-12-12,2023-12-07,Tanya Oluoch,84.8,Green,25,46,84,8,6,2025-05-14,,Yes,No,No,No,Medium
ACC-0617,Apex Electrical Professionals,Electrical,CA,Starter,5,386.73,4640.76,12,2024-04-28,2025-04-23,Sadia Islam,41.9,Yellow,10,7,14,2,3,2025-05-07,,No,No,Yes,No,None
ACC-0618,SwiftLine HVAC Technologies,HVAC,CA,Pro,54,1961.38,23536.56,24,2021-06-04,2023-05-25,Emma Solis,58.7,Yellow,14,0,81,8,4,2025-05-11,2024-12-30,No,No,No,No,High
ACC-0619,Premier Facilities Management Services,Facilities Management,PA,Starter,1,345.15,4141.8,12,2021-09-29,2022-09-24,Jordan Blake,74.7,Green,9,59,67,5,0,2025-05-30,,No,No,No,No,High
ACC-0620,BlueStar Facilities Management Professionals,Facilities Management,MO,Starter,5,312.68,3752.16,12,2020-07-21,2021-07-16,Sadia Islam,72.8,Green,24,18,22,8,2,2025-04-20,,No,No,No,No,None
ACC-0621,Summit Plumbing Technologies,Plumbing,VA,Growth,5,845.44,10145.28,24,2022-05-23,2024-05-12,Ravi Mehta,88.4,Green,26,56,92,0,0,2025-05-09,,Yes,Yes,No,No,Medium
ACC-0622,SwiftLine HVAC Systems,HVAC,WA,Pro,36,1382.59,16591.08,12,2022-10-02,2023-09-27,Omar Castillo,81.6,Green,30,17,95,5,3,2025-05-22,2025-02-14,Yes,No,No,No,Low
ACC-0623,Pinnacle Landscaping Group,Landscaping,NV,Starter,5,352.39,4228.68,24,2024-04-21,2026-04-11,Ravi Mehta,82.8,Green,20,59,64,2,1,2025-06-01,,No,Yes,No,No,Medium
ACC-0624,ProServ HVAC Associates,HVAC,VA,Growth,20,712.29,8547.48,24,2024-06-18,2026-06-08,Felix Brennan,84.8,Green,34,18,97,5,2,2025-05-12,,No,Yes,No,No,Low
ACC-0625,Allied Plumbing Technologies,Plumbing,TN,Starter,1,413.58,4962.96,12,2021-01-09,2022-01-04,Sadia Islam,61.2,Yellow,13,6,31,9,0,2025-05-24,,No,Yes,Yes,No,High
ACC-0626,SwiftLine Pest Control Technologies,Pest Control,NV,Starter,2,358.3,4299.6,24,2022-01-04,2023-12-25,Ravi Mehta,76.8,Green,27,49,44,8,5,2025-05-10,,No,No,No,No,Medium
ACC-0627,National Electrical Professionals,Electrical,WA,Starter,3,282.16,3385.92,12,2024-02-18,2025-02-12,Ravi Mehta,60.0,Yellow,20,6,61,1,4,2025-04-23,,Yes,No,Yes,No,None
ACC-0628,ProServ HVAC Works,HVAC,PA,Starter,1,313.89,3766.68,12,2022-10-10,2023-10-05,Felix Brennan,77.8,Green,28,29,49,4,3,2025-05-10,,No,No,No,No,Medium
ACC-0629,Premier Facilities Management Works,Facilities Management,GA,Starter,4,273.73,3284.76,12,2022-09-02,2023-08-28,Lena Fischer,69.2,Yellow,12,16,47,9,1,2025-05-01,,Yes,Yes,No,No,None
ACC-0630,RapidFix Plumbing Experts,Plumbing,IL,Growth,7,858.8,10305.6,36,2020-10-03,2023-09-18,Ravi Mehta,74.8,Green,27,59,14,8,3,2025-04-27,,Yes,No,No,No,High
ACC-0631,Elite HVAC Systems,HVAC,CO,Growth,14,912.17,10946.04,12,2021-11-07,2022-11-02,Sadia Islam,47.6,Yellow,4,20,33,1,3,2025-04-20,,No,No,No,No,High
ACC-0632,Reliable Facilities Management Systems,Facilities Management,IN,Pro,23,1357.85,16294.2,12,2022-07-31,2023-07-26,Sadia Islam,83.2,Green,27,43,71,3,2,2025-05-27,2024-12-31,No,No,No,No,Low
ACC-0633,Heritage Plumbing Systems,Plumbing,NC,Growth,7,973.58,11682.96,12,2020-09-02,2021-08-28,Omar Castillo,77.4,Green,8,37,87,9,2,2025-05-11,,Yes,No,Yes,No,None
ACC-0634,National Electrical Solutions,Electrical,NY,Starter,5,310.11,3721.32,24,2020-09-09,2022-08-30,Jordan Blake,77.8,Green,34,57,39,10,5,2025-04-17,,Yes,No,No,No,Medium
ACC-0635,TrustWorks HVAC Associates,HVAC,WA,Pro,38,1595.57,19146.84,24,2023-07-17,2025-07-06,Felix Brennan,88.0,Green,39,48,95,9,5,2025-05-04,2025-03-20,No,No,No,No,Medium
ACC-0636,TrustWorks HVAC Experts,HVAC,NV,Pro,53,1885.81,22629.72,24,2024-02-20,2026-02-09,Jordan Blake,46.8,Yellow,11,9,19,7,5,2025-04-20,2025-04-14,No,No,No,No,High
ACC-0637,BlueStar Plumbing Systems,Plumbing,IN,Pro,41,1892.99,22715.88,12,2022-05-19,2023-05-14,Felix Brennan,68.4,Yellow,21,51,22,4,6,2025-05-22,2024-12-20,No,No,Yes,No,None
ACC-0638,OneCall HVAC Experts,HVAC,FL,Starter,1,288.67,3464.04,12,2022-03-26,2023-03-21,Omar Castillo,66.6,Yellow,34,7,20,9,1,2025-05-15,,No,No,Yes,No,None
ACC-0639,Apex Electrical Experts,Electrical,VA,Pro,56,1793.78,21525.36,12,2020-05-07,2021-05-02,Lena Fischer,74.2,Green,29,36,16,5,2,2025-05-05,2024-12-04,No,Yes,No,No,None
